claim,subject,predicate,object_raw,object_text,property_id,confidence,route,mapping_source,semantic_score,relation_phrase,object
Kelly Preston was involved with accounting.,Kelly Preston,involve,,,,low,semantic_search,none,,involve with accounting be,
The Lincoln-Douglas debates happened in Milton,Douglas debates,happen,,,,low,semantic_search,none,,happen in place,
Eva Green had a theatre career.,Eva Green,have,a theatre career,,,low,semantic_search,none,,have,
Tim McGraw acted in a movie.,Tim McGraw,act,,,,low,semantic_search,none,,act in a movie,
Moonlight's filming began after 2002.,Moonlight,begin,,,,low,semantic_search,none,,begin after date,
Danielle Cormack was born in May.,Danielle Cormack,born,May,May,P569,high,kg_exact_match,rule,,,
Paris (Paris Hilton album) incorporates elements of a musical genre.,Paris,incorporate,elements of a musical genre,,,low,semantic_search,none,,incorporate,
José Ferrer was a person.,José Ferrer,be,person,person,P106,high,kg_exact_match,rule,,,
Dave Gibbons has always been unable to write.,Dave Gibbons,be,unable to write,,,low,semantic_search,none,,be unable to write,
Asylum Records is an American record label founded in 1971 by two people.,Asylum Records,be,an American record label founded in 1971 by two people,,,low,semantic_search,none,,be an american record label founded in 1971 by two people,
Thomas Jefferson is incapable of being a presidential scholar.,Thomas Jefferson,be,president,president,P106,high,kg_exact_match,rule,,,
Don Hall is a film writer.,Don Hall,be,writer,writer,P106,high,kg_exact_match,rule,,,
Meteora is Linkin Park's second tour.,Meteora,be,Linkin Park's second tour,,,low,semantic_search,none,,be linkin park's second tour,
Christian Gottlob Neefe was an opera writer.,Christian Gottlob Neefe,be,writer,writer,P106,high,kg_exact_match,rule,,,
Lou Gehrig was a baseball player who defended the area near the first base.,Lou Gehrig,be,baseball player,baseball player,P106,high,kg_exact_match,rule,,,
Nestor Carbonell starred in a drama series by ABC.,drama series by ABC,stars_in,Nestor Carbonell,Nestor Carbonell,P161,medium,kg_retrieve,rule,,,
Taylor Lautner appeared on My Wife and Kids for six seasons.,Taylor Lautner,appeared_in,,,,low,semantic_search,none,,appear on my wife and kids for date,
Janet Leigh was a singer.,Janet Leigh,be,singer,singer,P106,high,kg_exact_match,rule,,,
Stanley Williams was a convicted criminal.,Stanley Williams,be,convicted criminal,convicted criminal,P106,high,kg_exact_match,rule,,,
Charles Manson was a follower of what became known as the Manson Family.,Charles Manson,be,follower,follower,P39,medium,kg_retrieve,rule,,,
The United Nations Charter was drafted in France.,United Nations Charter,draft,,,,low,semantic_search,none,,draft in place be,
Michael Vick was born and raised in the United States.,Michael Vick,born,the United States,United States,P19,high,kg_exact_match,rule,,,
XHamster produces online content.,XHamster,produced,online content,,,low,semantic_search,none,,produce,
Kelly Preston was not in Broken Bridges.,Kelly Preston,be,,,,low,semantic_search,none,,be in person,
Billie Joe Armstrong was named in 1972.,Billie Joe Armstrong,name,,,,low,semantic_search,none,,name in date be,
Ian Brennan is a film screenwriter.,Ian Brennan,be,screenwriter,screenwriter,P106,high,kg_exact_match,rule,,,
"Duane Chapman's nickname is not ""Dog.""",Duane Chapman,be,"""dog","""dog",P39,medium,kg_retrieve,rule,,,
Island Records was founded by an American singer Graeme Goodall.,Island Records,founded_by,,,,low,semantic_search,none,,found be,
Baz Luhrmann's film has different genres.,Baz Luhrmann's,have,different s,different s,P136,high,kg_exact_match,rule,,,
José Ferrer was a director of government projects.,José Ferrer,be,director,director,P106,high,kg_exact_match,rule,,,
Harold Macmillan was British.,Harold Macmillan,be,United Kingdom,United Kingdom,P27,high,kg_exact_match,rule,,,
Murda Beatz is a hip hop record producer.,Murda Beatz,be,record producer,record producer,P106,high,kg_exact_match,rule,,,
"The King of Hungary, Matthias Corvinus, established a royal library from 1458 and 1490.",King,founded_by,a royal library,,,low,semantic_search,none,,establish from date,
Henry II of France suffered an untimely death in 1567.,Henry II,suffer,an untimely death,,,low,semantic_search,none,,suffer in date,
Robert Palmer (writer) wrote Deep Blues.,Robert Palmer,appositive,,,P106,high,kg_exact_match,rule,,,writer
Henry VIII (TV serial) stars a Venezuelan actor.,Henry VIII,stars_in,a Venezuelan actor,,,low,semantic_search,none,,star,
Bret Easton Ellis wrote the screenplay for an erotic comedy.,Bret Easton Ellis,written_by,Bret Easton Ellis,Bret Easton Ellis,P58,medium,kg_retrieve,semantic_assist,,write,
The 14th Dalai Lama lives in Thailand.,Dalai Lama,live,,,,low,semantic_search,none,,live in place,
Andrew Kevin Walker was shunned by the BAFTA for his screenwriting.,Andrew Kevin Walker,shun,,,,low,semantic_search,none,,shun for his screenwriting be,
"Bea Arthur was a dancer, clown, and rapper.",Bea Arthur,be,rapper,rapper,P106,high,kg_exact_match,rule,,,
Henry II of France died in a tournament devoted to celebrating the Peace of Cateau-Cambrésis.,Henry II,died,,,P570,low,kg_retrieve,rule,,,
Taran Killam is a person.,Taran Killam,be,person,person,P106,high,kg_exact_match,rule,,,
Tatum O'Neal is childless.,Tatum O'Neal,be,childless,childless,P106,high,kg_exact_match,rule,,,
I Kissed a Girl was only recorded by Donald Trump.,I,kiss,,,,low,semantic_search,none,,kiss record,
L.A. Reid has served as the CEO of an American record label owned by a music company.,L.A. Reid,served_as,chief executive officer,chief executive officer,P39,medium,kg_retrieve,rule,,,
Girl is a Beatles album.,Girl,be,beatles album,beatles album,P39,medium,kg_retrieve,rule,,,
Bessie Smith was a singer.,Bessie Smith,be,singer,singer,P106,high,kg_exact_match,rule,,,
The full name given to Tim Roth since birth was Timothy Simon Roth.,name,be,Timothy Simon Roth,,,low,semantic_search,none,,be timothy simon roth,
Stan Beeman is only in shows on BBC.,Stan Beeman,be,,,,low,semantic_search,none,,be in shows on bbc,
Mary-Kate Olsen and Ashley Olsen are only known as Mary-Kate Olsen and Ashley Olsen.,Ashley Olsen,know,,,,low,semantic_search,none,,know as person,
Sam Claflin is in Pirate of the Caribbean: At World's End.,Sam Claflin,be,Pirate,Pirate,P131,medium,kg_exact_match,rule,,,
"Mel B produced ""I Want You Back"".",Mel B,produced,,,,low,semantic_search,none,,produce,
Humphrey Bogart received a nomination for a job promotion.,Humphrey Bogart,received,a nomination for a job promotion,nomination for a job promotion,P166,high,kg_exact_match,rule,,,
Simón Bolívar's dog's name is Simon Barklivar.,dog,be,simon barklivar,simon barklivar,P39,medium,kg_retrieve,rule,,,
David Packouz was born in February of 1982.,David Packouz,born,February of 1982,February of 1982,P569,high,kg_exact_match,rule,,,
Lalla Ward has only ever been an actress.,Lalla Ward,be,actress,actress,P106,high,kg_exact_match,rule,,,
Pearl Jam sold many songs in the early 1990s.,Pearl Jam,sell,many songs,,,low,semantic_search,none,,sell in date,
Youtube is ranked as one of the top three most popular sites in the world.,Youtube,rank,,,,low,semantic_search,none,,rank as one,
"Yara Shahidi was born on February 10, 1900.",Yara Shahidi,born,"February 10, 1900","February 10, 1900",P569,high,kg_exact_match,rule,,,
Ashley Cole plays as a left-back for the Los Angeles Galaxy.,Ashley Cole,played_in,,,,low,semantic_search,none,,play as a left-back for the los angeles galaxy,
Blade Runner 2049 is a movie.,Blade Runner 2049,be,movie,movie,P106,high,kg_exact_match,rule,,,
The Chrysler Building has yet to be surpassed in height.,Chrysler Building,have,,,,low,semantic_search,none,,have surpass,
Numb was in a video game's Linkin Park DLC.,Numb,be,Linkin Park DLC,Linkin Park DLC,P131,medium,kg_exact_match,rule,,,
"Alice Cooper was born on February 4th, 1948.",Alice Cooper,born,"February 4th, 1948","February 4th, 1948",P569,high,kg_exact_match,rule,,,
The horse began to become domesticated around 2000 BC.,horse,begin,,,,low,semantic_search,none,,begin become,
Margaret Thatcher was the most senior politician within the Conservative Party in the UK in 1975.,Margaret Thatcher,be,politician,politician,P106,high,kg_exact_match,rule,,,
Tool has been awarded three Grammy Awards.,Tool,award,Grammy Awards,Grammy Awards,P166,high,kg_exact_match,semantic_assist,,award be,
"Valencia has about 100,000 inhabitants in the administrative centre.",Valencia,have,"about 100,000 inhabitants in the administrative centre",,,low,semantic_search,none,,have,
Anne Sullivan was born in October of 2010.,Anne Sullivan,born,October of 2010,October of 2010,P569,high,kg_exact_match,rule,,,
AMGTV is a television network that is family-oriented.,AMGTV,be,a television network that is family-oriented,,,low,semantic_search,none,,be a television network that is family-oriented,
Baz Luhrmann's film Waluigi is an epic historical romantic drama.,Baz Luhrmann's,be,an epic historical romantic drama,,,low,semantic_search,none,,be an epic historical romantic drama,
Keith Urban is an artist's second studio album.,Keith Urban,be,album,album,P39,medium,kg_retrieve,rule,,,
Damon Albarn has refused to ever work with Brian Eno.,Damon Albarn,refuse,,,,low,semantic_search,none,,refuse work,
Omar Epps performs the music on House.,Omar Epps,perform,the music on House,,,low,semantic_search,none,,perform,
Dave Gibbons is an English comic book artist for Marvel Comics.,Dave Gibbons,be,United Kingdom,United Kingdom,P27,high,kg_exact_match,rule,,,
Connie Nielsen played a bit part on The Following.,Connie Nielsen,played_in,a bit part,,,low,semantic_search,none,,play on the following,
Peking University is in a special economic zone in East Asia.,Peking University,be,,,,low,semantic_search,none,,be in a special economic zone in east asia,
Bethany Hamilton was a victim of a bear attack.,Bethany Hamilton,be,victim,victim,P39,medium,kg_retrieve,rule,,,
"Scotty Moore was born on May 27, 1931.",Scotty Moore,born,"May 27, 1931","May 27, 1931",P569,high,kg_exact_match,rule,,,
Blade Runner 2049 stars Kermit the Frog.,stars,kermit the frog,,,,low,semantic_search,none,,kermit the frog,
Bea Arthur is still alive.,Bea Arthur,be,alive,alive,P106,high,kg_exact_match,rule,,,
Tom DeLonge formed Taking Back Sunday.,Tom DeLonge,formed,,,,low,semantic_search,none,,form take,
Michael Vick is Jewish.,Michael Vick,be,jewish,jewish,P106,high,kg_exact_match,rule,,,
Jeong Hyeong-don is a blond.,Jeong Hyeong-don,be,blond,blond,P106,high,kg_exact_match,rule,,,
John Dolmayan is a signer.,John Dolmayan,be,signer,signer,P106,high,kg_exact_match,rule,,,
Baz Luhrmann has a 2008 film mainly about monkeys.,Baz Luhrmann,have,a 2008 film mainly about monkeys,,,low,semantic_search,none,,have,
Liverpool was the town where The Beatles died.,Liverpool,be,the town where The Beatles died,,,low,semantic_search,none,,be the town where the beatles died,
Oscar de la Hoya stopped fighting by 1995.,Oscar de la Hoya,stop,,,,low,semantic_search,none,,stop fight,
The State of Palestine claims the West Bank.,State,claim,the West Bank,,,low,semantic_search,none,,claim,
Rob Sheridan was born in 1976.,Rob Sheridan,born,1976,1976,P569,high,kg_exact_match,rule,,,
Colin Kaepernick became a starter in the National Football League.,Colin Kaepernick,become,a starter in the National Football League,,,low,semantic_search,none,,become a starter in the national football league,
Omar Khadr was sentenced to two years in prison.,Omar Khadr,sentence,,,,low,semantic_search,none,,sentence to date be,
Tottenham Hotspur F.C. was the first British club to win a UEFA club competition.,Tottenham Hotspur F.C,be,United Kingdom,United Kingdom,P27,high,kg_exact_match,rule,,,
Roswell was by Jason Katims.,Roswell,be,,,,low,semantic_search,none,,be by person,
Acting is a profession of Fred Armisen.,Acting,be,profession,profession,P39,medium,kg_retrieve,rule,,,
Connie Nielsen is an English politician.,Connie Nielsen,be,an English politician,,,low,semantic_search,none,,be an english politician,
Miranda Otto began her film acting career in 1986.,Miranda Otto,begin,her film acting career,,,low,semantic_search,none,,begin in date,
Wentworth Miller made his screenwriting debut with the 2011 thriller film.,Wentworth Miller,make,his screenwriting debut,,,low,semantic_search,none,,make with the 2011 thriller film,
Derek Hough barely starred in Make Your Move.,Derek Hough,stars_in,,,,low,semantic_search,none,,star in make your move,
Shawn Carlson is Canadian.,Shawn Carlson,be,Canada,Canada,P27,high,kg_exact_match,rule,,,
Scotty Moore was a bassist.,Scotty Moore,be,bassist,bassist,P106,high,kg_exact_match,rule,,,
"Michael Vick was conceived on June 26th, 1980.",Michael Vick,conceive,,,,low,semantic_search,none,,conceive on date be,
Michael Vick is a former foot doctor.,Michael Vick,be,doctor,doctor,P106,high,kg_exact_match,rule,,,
"In 1970, San Diego Comic-Con was founded.",San Diego Comic-Con,founded_by,,,,low,semantic_search,none,,found in date be,
Taylor Lautner appeared in The Bernie Mac Show in 2001.,Taylor Lautner,appeared_in,,,,low,semantic_search,none,,appear in date,
Carlos Santana is a musician.,Carlos Santana,be,musician,musician,P106,high,kg_exact_match,rule,,,
The 14th Dalai Lama is a leader.,Dalai Lama,be,leader,leader,P39,medium,kg_retrieve,rule,,,
Bret Easton Ellis wrote the screenplay for a film directed by Paul Schrader.,Bret Easton Ellis,written_by,Paul Schrader,Paul Schrader,P58,medium,kg_retrieve,semantic_assist,,write,
WGBH-TV is a radio station.,WGBH-TV,be,a radio station,,,low,semantic_search,none,,be a radio station,
Tim Roth is not an English director.,Tim Roth,be,director,director,P106,high,kg_exact_match,rule,,,
Baz Luhrmann's film Australia stars Nicole Kidman as Donkey Kong.,Baz Luhrmann's,stars_in,Nicole Kidman,,,low,semantic_search,none,,star as place,
Tim McGraw attended the premiere of The Blind Side.,Tim McGraw,attend,the premiere of The Blind Side,,,low,semantic_search,none,,attend,
Lockheed Martin is a car company.,Martin,be,company,company,P106,high,kg_exact_match,rule,,,
James VI and I was a lackey.,James VI,be,lackey,lackey,P106,high,kg_exact_match,rule,,,
Nuuk is a seat of government.,Nuuk,be,a seat of government,,,low,semantic_search,none,,be a seat of government,
Robert Lopez has won a Grammy for a best selling album.,Robert Lopez,won,Grammy,Grammy,P166,high,kg_exact_match,rule,,,
