claim,label,matched
Liam Neeson bought a British Academy of Film and Television Arts award.,NOT ENOUGH INFO,['liam neeson']
Wales has a large region rich in oil deposits.,NOT ENOUGH INFO,['wales']
Ian Brennan was born in April 1978.,SUPPORTS,['ian brennan']
Stephen Hillenburg was fascinated with a lakes as a child.,REFUTES,['stephen hillenburg']
David Packouz is a Canadian citizen.,NOT ENOUGH INFO,['david packouz']
Noah Cyrus is a collaborator with Miley Cyrus.,NOT ENOUGH INFO,['noah cyrus']
Eva Mendes is a businesswoman.,SUPPORTS,['eva mendes']
Duane Chapman is a mercenary.,NOT ENOUGH INFO,['duane chapman']
Diwali is a festival.,SUPPORTS,['diwali']
Bongwater follows the story of an American.,NOT ENOUGH INFO,['bongwater']
The White House Press Secretary's primary responsibility is to be a father.,SUPPORTS,['the white house']
One music conductor was Christian Gottlob Neefe.,SUPPORTS,['christian gottlob neefe']
The Hindu Kush is a valley.,REFUTES,['kush']
John Deighton worked in California.,SUPPORTS,['john deighton']
Luis Fonsi's husband is Luis Alfonso Rodríguez López-Cepero.,REFUTES,['luis fonsi']
"Off the Wall gained critical acclaim and recognition, as well as a Grammy for Michael Jackson.",SUPPORTS,['grammy']
Edmund H. North co-wrote a script.,NOT ENOUGH INFO,['edmund h. north']
David Spade appeared in Joe Dirt 2: Beautiful Loser.,SUPPORTS,['david spade']
Joe Rogan appeared in Hardball.,SUPPORTS,['joe rogan']
Varsity Blues (film) was pirated 52 million times.,NOT ENOUGH INFO,['times']
Kellyanne Conway publicly endorsed someone.,SUPPORTS,['kellyanne conway']
Bethany Hamilton's autobiography wasn't adapted into a film.,NOT ENOUGH INFO,['bethany hamilton']
1978 is Ian Brennan's year of birth.,SUPPORTS,['ian brennan']
Terry Crews played on the San Diego Chargers in 2001.,NOT ENOUGH INFO,['terry crews']
Richard Dawkins has yet to appear on the internet.,REFUTES,['richard dawkins']
Carlos Santana disbanded an American Latin rock band.,NOT ENOUGH INFO,['carlos santana']
Mickey Rourke only appeared in Iron Man 3.,REFUTES,['mickey rourke']
Ashton Kutcher knows Cameron Diaz.,NOT ENOUGH INFO,['ashton kutcher']
Viola Davis has played supporting and minor roles in films and television series in the 1990s.,SUPPORTS,['viola davis']
Duff McKagan is a Scientologist.,NOT ENOUGH INFO,['duff mckagan']
Julianne Moore created the television series As the World Turns.,REFUTES,['julianne moore']
Mary-Kate Olsen and Ashley Olsen are vegans.,NOT ENOUGH INFO,"['mary-kate olsen', 'ashley olsen']"
Sean Penn was unable to be in Fast Times at Ridgemont High.,REFUTES,['times']
Edmund H. North won an Emmy Award.,NOT ENOUGH INFO,['edmund h. north']
Jean-Michel Basquiat died of a cocaine overdose.,NOT ENOUGH INFO,['jean-michel basquiat']
Paramore formed in 2007.,REFUTES,['paramore']
James VI and I opposed the British colonization of the Americas.,NOT ENOUGH INFO,['james vi']
Weekly Idol is hosted by a rapper.,SUPPORTS,['idol']
Noel Fisher starred in True Detective.,NOT ENOUGH INFO,['noel fisher']
Lemmy was recognized for his looks.,SUPPORTS,['lemmy']
David Packouz was born in Seattle.,NOT ENOUGH INFO,['david packouz']
Mike Huckabee is a Southern Baptist.,SUPPORTS,['mike huckabee']
Martin Van Buren only served as senator.,REFUTES,['martin van buren']
"Weekly Idol has one host, Mickey Rourke.",REFUTES,"['idol', 'mickey rourke']"
Kendall Jenner is unphotogenic.,REFUTES,['kendall jenner']
Ashton Kutcher was in two films in 2005.,SUPPORTS,['ashton kutcher']
Janelle Monáe is a dancer and playwright.,NOT ENOUGH INFO,['janelle monáe']
Mel B had a career.,SUPPORTS,"['mel', 'mel b']"
Bea Arthur was married to Bernice Frankel.,NOT ENOUGH INFO,['bea arthur']
I Kissed a Girl is part of Katy Perry's second studio album.,SUPPORTS,['katy perry']
Annette Badland played only Doomsday Dora in The Imitation Game.,REFUTES,['annette badland']
Richard Dawkins makes regular film cameos.,NOT ENOUGH INFO,['richard dawkins']
Saturn Corporation is a subsidiary of Disney.,NOT ENOUGH INFO,"['saturn corporation', 'disney']"
Duff McKagan's birthday is February 5.,SUPPORTS,['duff mckagan']
Margaret Thatcher was a prime minister.,SUPPORTS,['margaret thatcher']
Despacito had multiple versions.,SUPPORTS,['despacito']
Don Hall is a songwriter.,NOT ENOUGH INFO,['don hall']
Henry II of France is not a father.,REFUTES,['henry ii']
Luis Fonsi is a prime minister.,REFUTES,['luis fonsi']
Victoria Palace Theatre is opposite a central London railway terminus and it is a place of culture.,NOT ENOUGH INFO,['victoria palace theatre']
"On April 4, 1935, Trevor Griffiths was born.",SUPPORTS,['trevor griffiths']
Charles Manson led a quasi-commune that arose in Massachusetts in the late 1960s.,REFUTES,['charles manson']
Eric Church is a singer.,SUPPORTS,['eric church']
Colin Kaepernick is a person who plays football.,SUPPORTS,['colin kaepernick']
Michael Vick is an American male.,NOT ENOUGH INFO,['michael vick']
Princess Mononoke has a violent dog.,NOT ENOUGH INFO,['mononoke']
Liverpool is a cultural landmark.,NOT ENOUGH INFO,['liverpool']
Regina King is an anesthesiologist.,NOT ENOUGH INFO,['regina king']
Charles Manson is a former cult leader.,REFUTES,['charles manson']
A&E is on neither cable nor satellite.,REFUTES,['a&e']
Tom DeLonge got married to both Mark Hoppus and Scott Raynor.,NOT ENOUGH INFO,['tom delonge']
100 percent of the University of Mississippi students are minorities.,REFUTES,['the university of mississippi']
Humphrey Bogart directed the film Casablanca.,REFUTES,['humphrey bogart']
Ivan Reitman directed Ashton Kutcher.,SUPPORTS,['ashton kutcher']
Yara Shahidi is a cat.,REFUTES,['yara shahidi']
"After the first Prime Minister of India, Manmohan Singh was a prime minister.",NOT ENOUGH INFO,['manmohan singh']
Sam Claflin is not an actor.,REFUTES,['sam claflin']
Kellyanne Conway did not publicly endorsed Ivanka Trump.,NOT ENOUGH INFO,['kellyanne conway']
Craig David is a pop music performer.,SUPPORTS,['craig david']
Aarhus is the second-largest city in Germany.,REFUTES,['aarhus']
David Packouz had something to do with weapons at some point in his life.,SUPPORTS,['david packouz']
Damon Albarn's debut album was released in May of 2014.,REFUTES,['damon albarn']
Charles Manson was the leader of what would later be known as the Manson Family.,SUPPORTS,['charles manson']
Annette Badland played Margaret Blaine in Star Trek.,NOT ENOUGH INFO,['annette badland']
Rupert Murdoch is not a broadcaster.,NOT ENOUGH INFO,['rupert murdoch']
Brad Wilk co-founded Rage with Tom Morello and Zack de la Rocha in 1933.,REFUTES,['brad wilk']
Michael Vick is a former football quarterback in the NFL.,SUPPORTS,['michael vick']
XHamster's The Sex Factor makes eight men and eight women compete to become an actor.,SUPPORTS,['xhamster']
Christian Gottlob Neefe died in February 1798.,REFUTES,['christian gottlob neefe']
L.A. Reid has served as the chairman of an American record label group formed in July 1998.,NOT ENOUGH INFO,['l.a. reid']
Lou Gehrig was voted the greatest third baseman of all time.,REFUTES,['lou gehrig']
Annette Badland played Margaret Blaine in Doctor Who.,SUPPORTS,['annette badland']
Billie Joe Armstrong finished college in February.,NOT ENOUGH INFO,['billie joe armstrong']
Michael Vick is a Canadian.,NOT ENOUGH INFO,['michael vick']
Alexandra Daddario identifies as an American.,NOT ENOUGH INFO,['alexandra daddario']
A microcomputer was designed by Steve Wozniak.,SUPPORTS,['steve wozniak']
Omar Khadr was interrogated by llamas.,NOT ENOUGH INFO,['omar khadr']
The Chrysler Building was always the world's shortest building.,REFUTES,['the chrysler building']
"John Dolmayan was born on July 15, 1973.",SUPPORTS,['john dolmayan']
A&E is an Australian channel only.,REFUTES,['a&e']
Sheryl Lee appeared in a soup ad.,NOT ENOUGH INFO,['sheryl lee']
"Diana, Princess of Wales was joined in matrimony.",NOT ENOUGH INFO,['wales']
Paramore is Canadian.,REFUTES,['paramore']
Chris Kyle was a Chinese Navy SEAL veteran.,REFUTES,['chris kyle']
Rupert Murdoch has control of The Galactic Empire.,NOT ENOUGH INFO,['rupert murdoch']
Manmohan Singh was a prime minister after the first Prime Minister of India.,REFUTES,['manmohan singh']
Tijuana is the most populous city of the Tijuana metropolitan area.,NOT ENOUGH INFO,['tijuana']
Britt Robertson is a singer.,NOT ENOUGH INFO,['britt robertson']
100 percent of the University of Mississippi's undergraduates come from Mississippi.,REFUTES,['the university of mississippi']
Mickey Rourke boycotted the 2011 film Immortals.,REFUTES,['mickey rourke']
Joe Walsh was brought into the Rock and Roll Hall of Fame.,SUPPORTS,"['fame', 'joe walsh']"
Liam Neeson has been nominated for a British Academy of Film and Television Arts award.,SUPPORTS,['liam neeson']
Joe Rogan appeared in a sitcom.,SUPPORTS,['joe rogan']
Trevor Griffiths is a German dramatist.,REFUTES,['trevor griffiths']
Murda Beatz is a record producer.,SUPPORTS,['murda beatz']
Barry Van Dyke is an actor and the son of an actor.,SUPPORTS,['barry van dyke']
Kendall Jenner is online.,NOT ENOUGH INFO,['kendall jenner']
Bradley Fuller partnered with Michael Bay and Andrew Form.,SUPPORTS,['bradley fuller']
Intelligence officers refused to meet with Omar Khadr.,REFUTES,['omar khadr']
Mount Rushmore was created only by Abraham Lincoln.,REFUTES,['lincoln']
Wentworth Miller made his screenwriting debut with the first thriller film Stoker.,NOT ENOUGH INFO,['wentworth miller']
Jean-Michel Basquiat died at age 27.,SUPPORTS,['jean-michel basquiat']
Aleister Crowley was an English citizen.,SUPPORTS,['aleister crowley']
Kelly Preston starred in Batman.,NOT ENOUGH INFO,['kelly preston']
Carlos Santana was known.,SUPPORTS,['carlos santana']
Liverpool is a tourist destination because of The Beatles.,SUPPORTS,"['beatles', 'liverpool']"
Tilda Swinton is only a painter.,NOT ENOUGH INFO,['tilda swinton']
Jeong Hyeong-don has worked under FNC Entertainment for 8 years.,NOT ENOUGH INFO,['jeong hyeong-don']
Earl Scruggs's middle name is Danny.,REFUTES,['earl scruggs']
Steve Wozniak built the Apple II.,SUPPORTS,['steve wozniak']
Bethany Hamilton wrote a book of personal essays.,NOT ENOUGH INFO,['bethany hamilton']
Jens Stoltenberg served as Prime Minister of Norway twice.,SUPPORTS,['jens stoltenberg']
Kellyanne Conway publicly endorsed the pope.,NOT ENOUGH INFO,['kellyanne conway']
"Andrew Kevin Walker was born on Monday August 14, 1964.",SUPPORTS,['andrew kevin walker']
Ludwig van Beethoven was born in Bonn.,SUPPORTS,['ludwig van beethoven']
Roswell is exclusively a Turkish TV series.,REFUTES,['roswell']
Alexandra Daddario was born in 1986.,SUPPORTS,['alexandra daddario']
Jenna Jameson has been naked on advertisements in Times Square.,NOT ENOUGH INFO,"['times', 'jenna jameson']"
Brazzers is a pornographic production company based in Montreal.,SUPPORTS,['brazzers']
Noah Cyrus was born in 1991.,REFUTES,['noah cyrus']
The New York Knicks compete in the Eastern Conference of the National Basketball Association.,SUPPORTS,['the new york knicks']
Trace Cyrus is a sibling of Noah Cyrus.,SUPPORTS,['noah cyrus']
Noel Fisher portrayed Hermione Granger.,NOT ENOUGH INFO,['noel fisher']
Wentworth Miller made his screenwriting debut with the top grossing thriller film Stoker.,NOT ENOUGH INFO,['wentworth miller']
The State of Palestine claims a territory in Western Asia.,REFUTES,['the state of palestine']
"Mel B released ""I Want You Back"" in 2010.",NOT ENOUGH INFO,"['mel', 'mel b']"
None of the characters in Bongwater are a marijuana dealer.,REFUTES,['bongwater']
Thomas Jefferson retired from private office.,NOT ENOUGH INFO,['thomas jefferson']
Tottenham Hotspur F.C. won a UEFA club competition in the sixties.,SUPPORTS,['uefa']
The Colosseum's exact location is unknown.,REFUTES,['colosseum']
Bradley Fuller refuses to be a filmmaker.,REFUTES,['bradley fuller']
PacSun vends items made for teens.,SUPPORTS,['pacsun']
Rupert Murdoch formed clay figures.,NOT ENOUGH INFO,['rupert murdoch']
Johnny Galecki plays a character with a Ph.D. in How I Met Your Mother.,NOT ENOUGH INFO,['johnny galecki']
Scotty Moore was a sandwich engineer.,REFUTES,['scotty moore']
Asylum Records is an English record label.,REFUTES,['asylum records']
John Deighton was obligated to pursue other lines of work.,NOT ENOUGH INFO,['john deighton']
Noel Fisher starred in Game of Thrones.,NOT ENOUGH INFO,"['noel fisher', 'thrones']"
Aarhus is the place of Aarhus municipality.,SUPPORTS,['aarhus']
Tiber Oil Field is a deepwater offshore oil dog.,NOT ENOUGH INFO,['tiber oil field']
David Packouz refused to ever be an arms dealer.,REFUTES,['david packouz']
Blade Runner 2049 is a sequel to 1982's Blade Runner.,SUPPORTS,['blade runner']
"Duane Chapman's nickname is ""Dog.""",SUPPORTS,['duane chapman']
Craig David was nominated for a judiciary position.,NOT ENOUGH INFO,['craig david']
New Orleans Pelicans play in the NBA in the Western Conference.,SUPPORTS,['nba']
Bret Easton Ellis barely wrote the screenplay for The Canyons.,REFUTES,['bret easton ellis']
Duff McKagan was born in 1974.,REFUTES,['duff mckagan']
Leonard Nimoy created a computer game.,NOT ENOUGH INFO,['leonard nimoy']
Harold Macmillan worked in politics.,SUPPORTS,['harold macmillan']
Creedence Clearwater Revival was informally abbreviated to CCR in 1970.,NOT ENOUGH INFO,['creedence clearwater revival']
"""Love the Way You Lie"" collected five Grammy nominations.",SUPPORTS,['grammy']
Tim McGraw played a role in a 2009 American biographical sports drama movie.,NOT ENOUGH INFO,['tim mcgraw']
Baz Luhrmann's film Australia is solely an epic historical romantic comedy.,SUPPORTS,['baz luhrmann']
I Kissed a Girl is part of Katy Perry's second studio jazz album.,NOT ENOUGH INFO,['katy perry']
Simón Bolívar was born in 1783.,SUPPORTS,['simón bolívar']
"Earl Scruggs was born on May 22nd, 1992.",REFUTES,['earl scruggs']
Birthday Song (2 Chainz song) was produced by American rapper Kanye West.,REFUTES,['kanye west']
AMGTV is not a family-oriented television network.,REFUTES,['amgtv']
Folklore excludes tales.,REFUTES,['folklore']
Kendall Jenner is on Facebook.,NOT ENOUGH INFO,['kendall jenner']
Bongwater follows the story of a marijuana dealer.,SUPPORTS,['bongwater']
Mickey Rourke wrote Iron Man 2.,NOT ENOUGH INFO,['mickey rourke']
Renato Balestra refused to study for an engineering degree.,REFUTES,['renato balestra']
Harold Macmillan served as the Prime Minister of the United Kingdom.,SUPPORTS,['harold macmillan']
Mick Thomson plays the guitar.,SUPPORTS,['mick thomson']
Peking University was founded as the replacement of a vintage school.,SUPPORTS,['peking university']
Stephen Colbert is banned from CBS.,REFUTES,"['cbs', 'stephen colbert']"
Connie Nielsen exclusively works for Starz.,REFUTES,['connie nielsen']
Weekly Idol is hosted by a playwright.,NOT ENOUGH INFO,['idol']
WGBH-TV is a radio station.,NOT ENOUGH INFO,['wgbh-tv']
Angela Bassett is president.,REFUTES,['angela bassett']
Valencia is a city.,SUPPORTS,['valencia']
Oscar de la Hoya was killed in 1990.,REFUTES,['oscar de la hoya']
Bongwater was based on a 1998 book.,REFUTES,['bongwater']
Sebastian Stan was nominated for an award.,SUPPORTS,['sebastian stan']
San Diego Comic-Con was not founded as the Golden State Comic Book Convention.,REFUTES,['san diego comic-con']
Harris Jayaraj is from Hyderabad.,REFUTES,['harris jayaraj']
Damon Albarn released a debut album.,SUPPORTS,['damon albarn']
Gordon Ramsay has had interns.,NOT ENOUGH INFO,['gordon ramsay']
"Bruce Shand died on January 22nd, 1916.",REFUTES,['bruce shand']
Liam Neeson has been passed over by the British Academy of Film and Television Arts.,REFUTES,['liam neeson']
Damon Albarn married Brian Eno.,NOT ENOUGH INFO,['damon albarn']
Regina King has received a Critics' Choice Television Award.,NOT ENOUGH INFO,['regina king']
Brazzers is based in Montreal.,SUPPORTS,['brazzers']
Shawn Carlson was born in May of 1960.,NOT ENOUGH INFO,['shawn carlson']
Billboard Dad stars Mary-Kate Olsen.,SUPPORTS,['mary-kate olsen']
Christian Gottlob Neefe was only an opera singer.,REFUTES,['christian gottlob neefe']
Harris Jayaraj is from India.,SUPPORTS,['harris jayaraj']
Keith Urban is solely the first album of a Canadian gospel singer.,REFUTES,['keith urban']
