claim,subject,predicate,object_raw,object_text,property_id,confidence,route,mapping_source,semantic_score,relation_phrase,object,nli_premise,evidence_source,sem_top_triple,sem_top_score,sem_evidence,has_evidence,nli_premise_verbalized,nli_entailment,nli_contradiction,nli_neutral,nli_verdict,nli_confidence,label,gold_label,pred_label
Christian Gottlob Neefe was an opera writer.,Christian Gottlob Neefe,be,writer,writer,P106,high,kg_exact_match,rule,,,,Christian Gottlob Neefe occupation writer,exact_match,,,,True,Christian Gottlob Neefe is a writer.,0.0012,0.0022,0.9966,NOT_ENOUGH_INFO,0.9966,SUPPORTS,SUPPORTS,NOT_ENOUGH_INFO
Lou Gehrig was a baseball player who defended the area near the first base.,Lou Gehrig,be,baseball player,baseball player,P106,high,kg_exact_match,rule,,,,Lou Gehrig occupation baseball player,exact_match,,,,True,Lou Gehrig is a baseball player.,0.0015,0.0092,0.9894,NOT_ENOUGH_INFO,0.9894,SUPPORTS,SUPPORTS,NOT_ENOUGH_INFO
Janet Leigh was a singer.,Janet Leigh,be,singer,singer,P106,high,kg_exact_match,rule,,,,Janet Leigh occupation singer,exact_match,,,,True,Janet Leigh is a singer.,0.9726,0.0005,0.0269,SUPPORTS,0.9726,SUPPORTS,SUPPORTS,SUPPORTS
Stanley Williams was a convicted criminal.,Stanley Williams,be,convicted criminal,convicted criminal,P106,high,kg_exact_match,rule,,,,Stanley Williams occupation convicted criminal,exact_match,,,,True,Stanley Williams is a convicted criminal.,0.9937,0.0003,0.0061,SUPPORTS,0.9937,SUPPORTS,SUPPORTS,SUPPORTS
Michael Vick was born and raised in the United States.,Michael Vick,born,the United States,United States,P19,high,kg_exact_match,rule,,,,Michael Vick place of birth United States,exact_match,,,,True,Michael Vick was born in United States.,0.0106,0.0001,0.9893,NOT_ENOUGH_INFO,0.9893,NOT ENOUGH INFO,NOT_ENOUGH_INFO,NOT_ENOUGH_INFO
Ian Brennan is a film screenwriter.,Ian Brennan,be,screenwriter,screenwriter,P106,high,kg_exact_match,rule,,,,Ian Brennan occupation screenwriter,exact_match,,,,True,Ian Brennan is a screenwriter.,0.092,0.0001,0.9079,NOT_ENOUGH_INFO,0.9079,NOT ENOUGH INFO,NOT_ENOUGH_INFO,NOT_ENOUGH_INFO
Baz Luhrmann's film has different genres.,Baz Luhrmann's,have,different s,different s,P136,high,kg_exact_match,rule,,,,Baz Luhrmann's genre different s,exact_match,,,,True,Baz Luhrmann's is associated with the genre different s.,0.9374,0.0006,0.062,SUPPORTS,0.9374,SUPPORTS,SUPPORTS,SUPPORTS
José Ferrer was a director of government projects.,José Ferrer,be,director,director,P106,high,kg_exact_match,rule,,,,José Ferrer occupation director,exact_match,,,,True,José Ferrer is a director.,0.0024,0.0001,0.9975,NOT_ENOUGH_INFO,0.9975,NOT ENOUGH INFO,NOT_ENOUGH_INFO,NOT_ENOUGH_INFO
Harold Macmillan was British.,Harold Macmillan,be,United Kingdom,United Kingdom,P27,high,kg_exact_match,rule,,,,Harold Macmillan country of citizenship United Kingdom,exact_match,,,,True,Harold Macmillan is a citizen of United Kingdom.,0.9725,0.0004,0.0271,SUPPORTS,0.9725,SUPPORTS,SUPPORTS,SUPPORTS
Murda Beatz is a hip hop record producer.,Murda Beatz,be,record producer,record producer,P106,high,kg_exact_match,rule,,,,Murda Beatz occupation record producer,exact_match,,,,True,Murda Beatz is a record producer.,0.0003,0.0002,0.9995,NOT_ENOUGH_INFO,0.9995,SUPPORTS,SUPPORTS,NOT_ENOUGH_INFO
Robert Palmer (writer) wrote Deep Blues.,Robert Palmer,appositive,,,P106,high,kg_exact_match,rule,,,writer,,exact_match,,,,False,,,,,NOT_ENOUGH_INFO,,SUPPORTS,SUPPORTS,NOT_ENOUGH_INFO
"Bea Arthur was a dancer, clown, and rapper.",Bea Arthur,be,rapper,rapper,P106,high,kg_exact_match,rule,,,,Bea Arthur occupation rapper,exact_match,,,,True,Bea Arthur is a rapper.,0.0002,0.9942,0.0056,REFUTES,0.9942,REFUTES,REFUTES,REFUTES
Taran Killam is a person.,Taran Killam,be,person,person,P106,high,kg_exact_match,rule,,,,Taran Killam occupation person,exact_match,,,,True,Taran Killam is a person.,0.993,0.0003,0.0066,SUPPORTS,0.993,NOT ENOUGH INFO,NOT_ENOUGH_INFO,SUPPORTS
Tatum O'Neal is childless.,Tatum O'Neal,be,childless,childless,P106,high,kg_exact_match,rule,,,,Tatum O'Neal occupation childless,exact_match,,,,True,Tatum O'Neal is a childless.,0.9968,0.0002,0.0029,SUPPORTS,0.9968,REFUTES,REFUTES,SUPPORTS
Bessie Smith was a singer.,Bessie Smith,be,singer,singer,P106,high,kg_exact_match,rule,,,,Bessie Smith occupation singer,exact_match,,,,True,Bessie Smith is a singer.,0.9845,0.0004,0.0151,SUPPORTS,0.9845,SUPPORTS,SUPPORTS,SUPPORTS
Sam Claflin is in Pirate of the Caribbean: At World's End.,Sam Claflin,be,Pirate,Pirate,P131,medium,kg_exact_match,rule,,,,Sam Claflin located in Pirate,exact_match,,,,True,Sam Claflin is located in Pirate.,0.0004,0.0018,0.9978,NOT_ENOUGH_INFO,0.9978,NOT ENOUGH INFO,NOT_ENOUGH_INFO,NOT_ENOUGH_INFO
Humphrey Bogart received a nomination for a job promotion.,Humphrey Bogart,received,a nomination for a job promotion,nomination for a job promotion,P166,high,kg_exact_match,rule,,,,Humphrey Bogart P166 nomination for a job promotion,exact_match,,,,True,Humphrey Bogart P166 nomination for a job promotion,0.9951,0.0003,0.0046,SUPPORTS,0.9951,NOT ENOUGH INFO,NOT_ENOUGH_INFO,SUPPORTS
David Packouz was born in February of 1982.,David Packouz,born,February of 1982,February of 1982,P569,high,kg_exact_match,rule,,,,David Packouz date of birth February of 1982,exact_match,,,,True,David Packouz was born on February of 1982.,0.9963,0.0002,0.0036,SUPPORTS,0.9963,SUPPORTS,SUPPORTS,SUPPORTS
Lalla Ward has only ever been an actress.,Lalla Ward,be,actress,actress,P106,high,kg_exact_match,rule,,,,Lalla Ward occupation actress,exact_match,,,,True,Lalla Ward is an actress.,0.0003,0.0003,0.9995,NOT_ENOUGH_INFO,0.9995,REFUTES,REFUTES,NOT_ENOUGH_INFO
"Yara Shahidi was born on February 10, 1900.",Yara Shahidi,born,"February 10, 1900","February 10, 1900",P569,high,kg_exact_match,rule,,,,"Yara Shahidi date of birth February 10, 1900",exact_match,,,,True,"Yara Shahidi was born on February 10, 1900.",0.9908,0.0013,0.0079,SUPPORTS,0.9908,REFUTES,REFUTES,SUPPORTS
Blade Runner 2049 is a movie.,Blade Runner 2049,be,movie,movie,P106,high,kg_exact_match,rule,,,,Blade Runner 2049 occupation movie,exact_match,,,,True,Blade Runner 2049 is a movie.,0.9926,0.0008,0.0067,SUPPORTS,0.9926,SUPPORTS,SUPPORTS,SUPPORTS
Numb was in a video game's Linkin Park DLC.,Numb,be,Linkin Park DLC,Linkin Park DLC,P131,medium,kg_exact_match,rule,,,,Numb located in Linkin Park DLC,exact_match,,,,True,Numb is located in Linkin Park DLC.,0.9858,0.0002,0.014,SUPPORTS,0.9858,SUPPORTS,SUPPORTS,SUPPORTS
"Alice Cooper was born on February 4th, 1948.",Alice Cooper,born,"February 4th, 1948","February 4th, 1948",P569,high,kg_exact_match,rule,,,,"Alice Cooper date of birth February 4th, 1948",exact_match,,,,True,"Alice Cooper was born on February 4th, 1948.",0.9931,0.0009,0.006,SUPPORTS,0.9931,SUPPORTS,SUPPORTS,SUPPORTS
Margaret Thatcher was the most senior politician within the Conservative Party in the UK in 1975.,Margaret Thatcher,be,politician,politician,P106,high,kg_exact_match,rule,,,,Margaret Thatcher occupation politician,exact_match,,,,True,Margaret Thatcher is a politician.,0.0001,0.0002,0.9996,NOT_ENOUGH_INFO,0.9996,SUPPORTS,SUPPORTS,NOT_ENOUGH_INFO
Tool has been awarded three Grammy Awards.,Tool,award,Grammy Awards,Grammy Awards,P166,high,kg_exact_match,semantic_assist,,award be,,Tool P166 Grammy Awards,exact_match,,,,True,Tool P166 Grammy Awards,0.0298,0.8385,0.1317,REFUTES,0.8385,SUPPORTS,SUPPORTS,REFUTES
Anne Sullivan was born in October of 2010.,Anne Sullivan,born,October of 2010,October of 2010,P569,high,kg_exact_match,rule,,,,Anne Sullivan date of birth October of 2010,exact_match,,,,True,Anne Sullivan was born on October of 2010.,0.9961,0.0002,0.0036,SUPPORTS,0.9961,REFUTES,REFUTES,SUPPORTS
Dave Gibbons is an English comic book artist for Marvel Comics.,Dave Gibbons,be,United Kingdom,United Kingdom,P27,high,kg_exact_match,rule,,,,Dave Gibbons country of citizenship United Kingdom,exact_match,,,,True,Dave Gibbons is a citizen of United Kingdom.,0.0002,0.0009,0.9989,NOT_ENOUGH_INFO,0.9989,REFUTES,REFUTES,NOT_ENOUGH_INFO
"Scotty Moore was born on May 27, 1931.",Scotty Moore,born,"May 27, 1931","May 27, 1931",P569,high,kg_exact_match,rule,,,,"Scotty Moore date of birth May 27, 1931",exact_match,,,,True,"Scotty Moore was born on May 27, 1931.",0.9919,0.0014,0.0067,SUPPORTS,0.9919,REFUTES,REFUTES,SUPPORTS
Bea Arthur is still alive.,Bea Arthur,be,alive,alive,P106,high,kg_exact_match,rule,,,,Bea Arthur occupation alive,exact_match,,,,True,Bea Arthur is an alive.,0.9958,0.0001,0.0041,SUPPORTS,0.9958,REFUTES,REFUTES,SUPPORTS
Michael Vick is Jewish.,Michael Vick,be,jewish,jewish,P106,high,kg_exact_match,rule,,,,Michael Vick occupation jewish,exact_match,,,,True,Michael Vick is a jewish.,0.996,0.0001,0.0039,SUPPORTS,0.996,NOT ENOUGH INFO,NOT_ENOUGH_INFO,SUPPORTS
Jeong Hyeong-don is a blond.,Jeong Hyeong-don,be,blond,blond,P106,high,kg_exact_match,rule,,,,Jeong Hyeong-don occupation blond,exact_match,,,,True,Jeong Hyeong-don is a blond.,0.9945,0.0003,0.0052,SUPPORTS,0.9945,NOT ENOUGH INFO,NOT_ENOUGH_INFO,SUPPORTS
John Dolmayan is a signer.,John Dolmayan,be,signer,signer,P106,high,kg_exact_match,rule,,,,John Dolmayan occupation signer,exact_match,,,,True,John Dolmayan is a signer.,0.9917,0.001,0.0073,SUPPORTS,0.9917,NOT ENOUGH INFO,NOT_ENOUGH_INFO,SUPPORTS
Rob Sheridan was born in 1976.,Rob Sheridan,born,1976,1976,P569,high,kg_exact_match,rule,,,,Rob Sheridan date of birth 1976,exact_match,,,,True,Rob Sheridan was born on 1976.,0.996,0.0002,0.0038,SUPPORTS,0.996,REFUTES,REFUTES,SUPPORTS
Tottenham Hotspur F.C. was the first British club to win a UEFA club competition.,Tottenham Hotspur F.C,be,United Kingdom,United Kingdom,P27,high,kg_exact_match,rule,,,,Tottenham Hotspur F.C country of citizenship United Kingdom,exact_match,,,,True,Tottenham Hotspur F.C is a citizen of United Kingdom.,0.0001,0.0006,0.9993,NOT_ENOUGH_INFO,0.9993,SUPPORTS,SUPPORTS,NOT_ENOUGH_INFO
Shawn Carlson is Canadian.,Shawn Carlson,be,Canada,Canada,P27,high,kg_exact_match,rule,,,,Shawn Carlson country of citizenship Canada,exact_match,,,,True,Shawn Carlson is a citizen of Canada.,0.9802,0.0003,0.0196,SUPPORTS,0.9802,REFUTES,REFUTES,SUPPORTS
Scotty Moore was a bassist.,Scotty Moore,be,bassist,bassist,P106,high,kg_exact_match,rule,,,,Scotty Moore occupation bassist,exact_match,,,,True,Scotty Moore is a bassist.,0.9754,0.0006,0.024,SUPPORTS,0.9754,NOT ENOUGH INFO,NOT_ENOUGH_INFO,SUPPORTS
Michael Vick is a former foot doctor.,Michael Vick,be,doctor,doctor,P106,high,kg_exact_match,rule,,,,Michael Vick occupation doctor,exact_match,,,,True,Michael Vick is a doctor.,0.0002,0.0013,0.9985,NOT_ENOUGH_INFO,0.9985,NOT ENOUGH INFO,NOT_ENOUGH_INFO,NOT_ENOUGH_INFO
Carlos Santana is a musician.,Carlos Santana,be,musician,musician,P106,high,kg_exact_match,rule,,,,Carlos Santana occupation musician,exact_match,,,,True,Carlos Santana is a musician.,0.9929,0.0004,0.0067,SUPPORTS,0.9929,SUPPORTS,SUPPORTS,SUPPORTS
Tim Roth is not an English director.,Tim Roth,be,director,director,P106,high,kg_exact_match,rule,,,,Tim Roth occupation director,exact_match,,,,True,Tim Roth is a director.,0.0013,0.9646,0.0341,REFUTES,0.9646,REFUTES,REFUTES,REFUTES
Lockheed Martin is a car company.,Martin,be,company,company,P106,high,kg_exact_match,rule,,,,Martin occupation company,exact_match,,,,True,Martin is a company.,0.0005,0.9818,0.0178,REFUTES,0.9818,REFUTES,REFUTES,REFUTES
James VI and I was a lackey.,James VI,be,lackey,lackey,P106,high,kg_exact_match,rule,,,,James VI occupation lackey,exact_match,,,,True,James VI is a lackey.,0.0392,0.1518,0.8091,NOT_ENOUGH_INFO,0.8091,NOT ENOUGH INFO,NOT_ENOUGH_INFO,NOT_ENOUGH_INFO
Robert Lopez has won a Grammy for a best selling album.,Robert Lopez,won,Grammy,Grammy,P166,high,kg_exact_match,rule,,,,Robert Lopez P166 Grammy,exact_match,,,,True,Robert Lopez P166 Grammy,0.0007,0.0001,0.9993,NOT_ENOUGH_INFO,0.9993,NOT ENOUGH INFO,NOT_ENOUGH_INFO,NOT_ENOUGH_INFO
Justine Bateman is from America.,Justine Bateman,be,America,America,P27,high,kg_exact_match,rule,,,,Justine Bateman country of citizenship America,exact_match,,,,True,Justine Bateman is a citizen of America.,0.9919,0.0001,0.008,SUPPORTS,0.9919,SUPPORTS,SUPPORTS,SUPPORTS
Tilda Swinton is a film actress.,Tilda Swinton,be,actress,actress,P106,high,kg_exact_match,rule,,,,Tilda Swinton occupation actress,exact_match,,,,True,Tilda Swinton is an actress.,0.9595,0.0001,0.0404,SUPPORTS,0.9595,NOT ENOUGH INFO,NOT_ENOUGH_INFO,SUPPORTS
Jenna Jameson has been on PSAs in Times Square.,Jenna Jameson,be,Times Square,Times Square,P131,medium,kg_exact_match,rule,,,,Jenna Jameson located in Times Square,exact_match,,,,True,Jenna Jameson is located in Times Square.,0.0003,0.0001,0.9995,NOT_ENOUGH_INFO,0.9995,NOT ENOUGH INFO,NOT_ENOUGH_INFO,NOT_ENOUGH_INFO
Anne Sullivan was a teacher.,Anne Sullivan,be,teacher,teacher,P106,high,kg_exact_match,rule,,,,Anne Sullivan occupation teacher,exact_match,,,,True,Anne Sullivan is a teacher.,0.9819,0.0003,0.0178,SUPPORTS,0.9819,SUPPORTS,SUPPORTS,SUPPORTS
Ian Brennan is a film director.,Ian Brennan,be,film director,film director,P106,high,kg_exact_match,rule,,,,Ian Brennan occupation film director,exact_match,,,,True,Ian Brennan is a film director.,0.996,0.0003,0.0037,SUPPORTS,0.996,NOT ENOUGH INFO,NOT_ENOUGH_INFO,SUPPORTS
Ian Brennan was born in April 1978.,Ian Brennan,born,April 1978,April 1978,P569,high,kg_exact_match,rule,,,,Ian Brennan date of birth April 1978,exact_match,,,,True,Ian Brennan was born on April 1978.,0.9964,0.0001,0.0035,SUPPORTS,0.9964,SUPPORTS,SUPPORTS,SUPPORTS
David Packouz is a Canadian citizen.,David Packouz,be,citizen,citizen,P106,high,kg_exact_match,rule,,,,David Packouz occupation citizen,exact_match,,,,True,David Packouz is a citizen.,0.0003,0.0002,0.9995,NOT_ENOUGH_INFO,0.9995,NOT ENOUGH INFO,NOT_ENOUGH_INFO,NOT_ENOUGH_INFO
Eva Mendes is a businesswoman.,Eva Mendes,be,businesswoman,businesswoman,P106,high,kg_exact_match,rule,,,,Eva Mendes occupation businesswoman,exact_match,,,,True,Eva Mendes is a businesswoman.,0.9925,0.0004,0.0072,SUPPORTS,0.9925,SUPPORTS,SUPPORTS,SUPPORTS
Duane Chapman is a mercenary.,Duane Chapman,be,mercenary,mercenary,P106,high,kg_exact_match,rule,,,,Duane Chapman occupation mercenary,exact_match,,,,True,Duane Chapman is a mercenary.,0.995,0.0004,0.0047,SUPPORTS,0.995,NOT ENOUGH INFO,NOT_ENOUGH_INFO,SUPPORTS
Duff McKagan is a Scientologist.,Duff McKagan,be,scientologist,scientologist,P106,high,kg_exact_match,rule,,,,Duff McKagan occupation scientologist,exact_match,,,,True,Duff McKagan is a scientologist.,0.9973,0.0001,0.0026,SUPPORTS,0.9973,NOT ENOUGH INFO,NOT_ENOUGH_INFO,SUPPORTS
Mary-Kate Olsen and Ashley Olsen are vegans.,Ashley Olsen,be,vegans,vegans,P106,high,kg_exact_match,rule,,,,Ashley Olsen occupation vegans,exact_match,,,,True,Ashley Olsen is a vegans.,0.0094,0.0005,0.99,NOT_ENOUGH_INFO,0.99,NOT ENOUGH INFO,NOT_ENOUGH_INFO,NOT_ENOUGH_INFO
Edmund H. North won an Emmy Award.,Edmund H. North,won,an Emmy Award,Emmy Award,P166,high,kg_exact_match,rule,,,,Edmund H. North P166 Emmy Award,exact_match,,,,True,Edmund H. North P166 Emmy Award,0.9861,0.0002,0.0137,SUPPORTS,0.9861,NOT ENOUGH INFO,NOT_ENOUGH_INFO,SUPPORTS
David Packouz was born in Seattle.,David Packouz,born,Seattle,Seattle,P19,high,kg_exact_match,rule,,,,David Packouz place of birth Seattle,exact_match,,,,True,David Packouz was born in Seattle.,0.9962,0.0002,0.0036,SUPPORTS,0.9962,NOT ENOUGH INFO,NOT_ENOUGH_INFO,SUPPORTS
Mike Huckabee is a Southern Baptist.,Mike Huckabee,be,southern baptist,southern baptist,P106,high,kg_exact_match,rule,,,,Mike Huckabee occupation southern baptist,exact_match,,,,True,Mike Huckabee is a southern baptist.,0.9968,0.0001,0.003,SUPPORTS,0.9968,SUPPORTS,SUPPORTS,SUPPORTS
Kendall Jenner is unphotogenic.,Kendall Jenner,be,unphotogenic,unphotogenic,P106,high,kg_exact_match,rule,,,,Kendall Jenner occupation unphotogenic,exact_match,,,,True,Kendall Jenner is an unphotogenic.,0.9971,0.0002,0.0027,SUPPORTS,0.9971,REFUTES,REFUTES,SUPPORTS
Janelle Monáe is a dancer and playwright.,Janelle Monáe,be,dancer,dancer,P106,high,kg_exact_match,rule,,,,Janelle Monáe occupation dancer,exact_match,,,,True,Janelle Monáe is a dancer.,0.0002,0.0266,0.9732,NOT_ENOUGH_INFO,0.9732,NOT ENOUGH INFO,NOT_ENOUGH_INFO,NOT_ENOUGH_INFO
Margaret Thatcher was a prime minister.,Margaret Thatcher,be,minister,minister,P106,high,kg_exact_match,rule,,,,Margaret Thatcher occupation minister,exact_match,,,,True,Margaret Thatcher is a minister.,0.0551,0.0031,0.9418,NOT_ENOUGH_INFO,0.9418,SUPPORTS,SUPPORTS,NOT_ENOUGH_INFO
Don Hall is a songwriter.,Don Hall,be,songwriter,songwriter,P106,high,kg_exact_match,rule,,,,Don Hall occupation songwriter,exact_match,,,,True,Don Hall is a songwriter.,0.9951,0.0004,0.0045,SUPPORTS,0.9951,NOT ENOUGH INFO,NOT_ENOUGH_INFO,SUPPORTS
Henry II of France is not a father.,Henry II,be,father,father,P106,high,kg_exact_match,rule,,,,Henry II occupation father,exact_match,,,,True,Henry II is a father.,0.0002,0.9963,0.0035,REFUTES,0.9963,REFUTES,REFUTES,REFUTES
Luis Fonsi is a prime minister.,Luis Fonsi,be,minister,minister,P106,high,kg_exact_match,rule,,,,Luis Fonsi occupation minister,exact_match,,,,True,Luis Fonsi is a minister.,0.0034,0.0017,0.9949,NOT_ENOUGH_INFO,0.9949,REFUTES,REFUTES,NOT_ENOUGH_INFO
"On April 4, 1935, Trevor Griffiths was born.",Trevor Griffiths,born,"April 4, 1935","April 4, 1935",P569,high,kg_exact_match,rule,,,,"Trevor Griffiths date of birth April 4, 1935",exact_match,,,,True,"Trevor Griffiths was born on April 4, 1935.",0.998,0.0002,0.0019,SUPPORTS,0.998,SUPPORTS,SUPPORTS,SUPPORTS
Eric Church is a singer.,Eric Church,be,singer,singer,P106,high,kg_exact_match,rule,,,,Eric Church occupation singer,exact_match,,,,True,Eric Church is a singer.,0.9947,0.0004,0.005,SUPPORTS,0.9947,SUPPORTS,SUPPORTS,SUPPORTS
Michael Vick is an American male.,Michael Vick,be,male,male,P106,high,kg_exact_match,rule,,,,Michael Vick occupation male,exact_match,,,,True,Michael Vick is a male.,0.002,0.0001,0.9979,NOT_ENOUGH_INFO,0.9979,NOT ENOUGH INFO,NOT_ENOUGH_INFO,NOT_ENOUGH_INFO
Regina King is an anesthesiologist.,Regina King,be,anesthesiologist,anesthesiologist,P106,high,kg_exact_match,rule,,,,Regina King occupation anesthesiologist,exact_match,,,,True,Regina King is an anesthesiologist.,0.9966,0.0002,0.0032,SUPPORTS,0.9966,NOT ENOUGH INFO,NOT_ENOUGH_INFO,SUPPORTS
Charles Manson is a former cult leader.,Charles Manson,be,cult leader,cult leader,P106,high,kg_exact_match,rule,,,,Charles Manson occupation cult leader,exact_match,,,,True,Charles Manson is a cult leader.,0.0091,0.9193,0.0716,REFUTES,0.9193,REFUTES,REFUTES,REFUTES
Yara Shahidi is a cat.,Yara Shahidi,be,cat,cat,P106,high,kg_exact_match,rule,,,,Yara Shahidi occupation cat,exact_match,,,,True,Yara Shahidi is a cat.,0.9936,0.0004,0.006,SUPPORTS,0.9936,REFUTES,REFUTES,SUPPORTS
"After the first Prime Minister of India, Manmohan Singh was a prime minister.",Manmohan Singh,be,minister,minister,P106,high,kg_exact_match,rule,,,,Manmohan Singh occupation minister,exact_match,,,,True,Manmohan Singh is a minister.,0.0008,0.0004,0.9988,NOT_ENOUGH_INFO,0.9988,NOT ENOUGH INFO,NOT_ENOUGH_INFO,NOT_ENOUGH_INFO
Sam Claflin is not an actor.,Sam Claflin,be,actor,actor,P106,high,kg_exact_match,rule,,,,Sam Claflin occupation actor,exact_match,,,,True,Sam Claflin is an actor.,0.0001,0.9996,0.0002,REFUTES,0.9996,REFUTES,REFUTES,REFUTES
Rupert Murdoch is not a broadcaster.,Rupert Murdoch,be,broadcaster,broadcaster,P106,high,kg_exact_match,rule,,,,Rupert Murdoch occupation broadcaster,exact_match,,,,True,Rupert Murdoch is a broadcaster.,0.0001,0.9997,0.0002,REFUTES,0.9997,NOT ENOUGH INFO,NOT_ENOUGH_INFO,REFUTES
Christian Gottlob Neefe died in February 1798.,Christian Gottlob Neefe,died,February 1798,February 1798,P570,high,kg_exact_match,rule,,,,Christian Gottlob Neefe date of death February 1798,exact_match,,,,True,Christian Gottlob Neefe died on February 1798.,0.9938,0.0002,0.006,SUPPORTS,0.9938,REFUTES,REFUTES,SUPPORTS
Michael Vick is a Canadian.,Michael Vick,be,Canada,Canada,P27,high,kg_exact_match,rule,,,,Michael Vick country of citizenship Canada,exact_match,,,,True,Michael Vick is a citizen of Canada.,0.993,0.0002,0.0068,SUPPORTS,0.993,NOT ENOUGH INFO,NOT_ENOUGH_INFO,SUPPORTS
"John Dolmayan was born on July 15, 1973.",John Dolmayan,born,"July 15, 1973","July 15, 1973",P569,high,kg_exact_match,rule,,,,"John Dolmayan date of birth July 15, 1973",exact_match,,,,True,"John Dolmayan was born on July 15, 1973.",0.9926,0.0011,0.0063,SUPPORTS,0.9926,SUPPORTS,SUPPORTS,SUPPORTS
Chris Kyle was a Chinese Navy SEAL veteran.,Chris Kyle,be,China,China,P27,high,kg_exact_match,rule,,,,Chris Kyle country of citizenship China,exact_match,,,,True,Chris Kyle is a citizen of China.,0.0002,0.0009,0.999,NOT_ENOUGH_INFO,0.999,REFUTES,REFUTES,NOT_ENOUGH_INFO
